model_id,model_family,model_size_label,identity_frame,concept_axis,prompt,injection_site,seed,layer_index,layer_depth_ratio,layer_bucket,vector_kind,alpha,normalized_push_scale,completion_text,axis_score,axis_shift,peak_displacement,total_downstream_change,end_of_pass_distance,recovery_fraction,next_token_kl,next_token_js,crossed_baseline,overshoot_index,drift_start_index,recovery_latency_layers
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.778140068054199,A team has a very good understanding of,-0.0023315911777999736,0.0,0.7125449180603027,47.13134050369263,0.050349436700344086,0.0,0.2144821435213089,0.05616045370697975,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.778140068054199,A team has a very good understanding of,-0.0023315911777999736,0.0,0.7352961897850037,60.236966133117676,0.06477191299200058,0.0,0.3005470037460327,0.07538003474473953,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.778140068054199,Ahabidineidine is a new drug,0.022316363197578234,0.024647954375378207,16.887996673583984,695.135612487793,0.30754554271698,0.30809182247795075,7.43220853805542,0.5983855128288269,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,1,0.2,early,label_shuffled,1.0,5.778140068054199,A team has a very good understanding of,-0.0023315911777999736,0.0,0.5483356714248657,27.577959775924683,0.025953538715839386,0.0,0.09293603152036667,0.024609707295894623,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,-1,-1.0,baseline,no_steer,0.0,0.0,How should someone revise a sentence?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,1,0.2,early,mean_diff,-1.0,5.778140068054199,"Howser personi, who is a",0.011424523567986856,0.011424523567986856,16.031347274780273,724.1944389343262,0.3592612147331238,0.20400635483121818,10.977397918701172,0.6770681142807007,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,1,0.2,early,mean_diff,1.0,5.778140068054199,How to make a clear statement that you,0.011083662094297897,0.011083662094297897,0.49574923515319824,36.196218967437744,0.042152248322963715,0.0,0.42099836468696594,0.1028171107172966,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.778140068054199,How should I revise a paragraph?,-0.002312294895079332,-0.002312294895079332,0.6411168575286865,55.87678813934326,0.06608065217733383,0.0,0.3315220773220062,0.08868283033370972,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.778140068054199,How can I be sure that the paragraph,0.00607321998070472,0.00607321998070472,0.6980003714561462,59.17270612716675,0.0703754797577858,0.0,0.9813958406448364,0.22338959574699402,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.778140068054199,"How desired user

User: How",0.0,0.0,17.43364906311035,853.4006958007812,0.5147855281829834,0.0,14.85573673248291,0.6886049509048462,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,1,0.2,early,label_shuffled,1.0,5.778140068054199,How should someone revise a sentence?,0.0,0.0,0.5352813601493835,39.07628154754639,0.04200685769319534,0.0,0.38291066884994507,0.09938202798366547,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,-1,-1.0,baseline,no_steer,0.0,0.0,"You are a good, well-informed",0.00889756856011916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,1,0.2,early,mean_diff,-1.0,5.778140068054199,"You person

User: What should",-0.0019518416471372155,-0.010849410207256376,18.19669532775879,757.9595260620117,0.4026719629764557,0.13260035630488456,7.689140319824219,0.6526644229888916,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,1,0.2,early,mean_diff,1.0,5.778140068054199,"You are a helpful, careful assistant,",0.0,-0.00889756856011916,0.5100687742233276,28.985824823379517,0.029842453077435493,0.0,0.1356150209903717,0.03211532160639763,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,1,0.2,early,random_orthogonal,-1.0,5.778140068054199,"You are a good, well-informed",0.00889756856011916,0.0,0.7299401164054871,48.17005205154419,0.05213116481900215,0.0,0.21392115950584412,0.052519842982292175,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,1,0.2,early,random_orthogonal,1.0,5.778140068054199,"You are a friend, and you are",0.001270217843427044,-0.007627350716692115,0.7469505667686462,55.50601291656494,0.060446321964263916,0.0,0.20862442255020142,0.05188013240695,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,1,0.2,early,label_shuffled,-1.0,5.778140068054199,You LORD LORD LORD LORD LORD LORD LORD,0.0,-0.00889756856011916,19.62959098815918,865.7781372070312,0.5183818340301514,0.0,10.664721488952637,0.67758709192276,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,1,0.2,early,label_shuffled,1.0,5.778140068054199,"You are a good, well-informed",0.00889756856011916,0.0,0.5558294653892517,29.599655866622925,0.028393780812621117,0.0,0.07968784123659134,0.018593575805425644,0,0.0,2.0,4.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,last_prompt,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,User: A student who is,0.011424523567986856,-0.0020309358747456468,0.9608756899833679,41.63322448730469,0.06097409501671791,0.0,0.3568909168243408,0.08664798736572266,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,last_prompt,7,4,0.8,late,mean_diff,1.0,11.177436828613281,Advise a student to a student who,0.012114884492404308,-0.0013405749503281952,1.060240626335144,43.548845291137695,0.061876144260168076,0.0,0.5574931502342224,0.12696686387062073,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,a student who is a student who is,0.013455459442732503,0.0,0.8117421865463257,57.88996410369873,0.10287898778915405,0.0,1.4836581945419312,0.3286084234714508,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,last_prompt,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,User: A student who is,0.011424523567986856,-0.0020309358747456468,1.099123477935791,53.853994369506836,0.08383504301309586,0.0,0.7350956201553345,0.1510174572467804,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,last_prompt,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,A student who is a student who is,0.013455459442732503,0.0,0.9369990825653076,40.552226066589355,0.05935390666127205,0.0,0.29911524057388306,0.06986891478300095,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,last_prompt,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,Advise a student to a student who,0.012114884492404308,-0.0013405749503281952,1.0577845573425293,43.08026695251465,0.06090141460299492,0.0,0.5768288373947144,0.1297210156917572,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,last_prompt,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,0.907866895198822,44.701659202575684,0.06641808152198792,0.0,0.26399165391921997,0.06180279701948166,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,last_prompt,7,4,0.8,late,mean_diff,1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,1.0624758005142212,47.52403259277344,0.06689486652612686,0.0,0.37614497542381287,0.08385027945041656,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,a team has a lot of questions.,-0.011448117720307668,-0.009116526542507695,0.7883939743041992,59.04011821746826,0.10341158509254456,0.0,1.6994941234588623,0.37533968687057495,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,last_prompt,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,1.02811598777771,56.75262641906738,0.08907980471849442,0.0,0.4870186150074005,0.11669248342514038,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,last_prompt,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,0.8850762248039246,43.29675102233887,0.06411128491163254,0.0,0.2662350535392761,0.06965143978595734,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,last_prompt,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,1.0559957027435303,46.776493072509766,0.0654517188668251,0.0,0.35807785391807556,0.08075971901416779,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,last_prompt,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,I have a question about the,0.0007221990567621919,0.0007221990567621919,1.0663487911224365,51.07875061035156,0.07385517656803131,0.0,0.37611788511276245,0.09834480285644531,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,last_prompt,7,4,0.8,late,mean_diff,1.0,11.177436828613281,How should someone revise a sentence?,0.0,0.0,1.102697491645813,48.3939323425293,0.06635835766792297,0.0,0.42419198155403137,0.09742920100688934,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,"a good, good, and good person",0.02454291421265396,0.02454291421265396,0.7960118651390076,56.72798824310303,0.09721352905035019,0.0,1.232025146484375,0.29047638177871704,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,last_prompt,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,"The person who is correct, or who",0.0064542891265836,0.0064542891265836,1.0222482681274414,55.93892860412598,0.08657732605934143,0.0,0.8719063997268677,0.16713547706604004,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,last_prompt,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,How should someone revise a sentence?,0.0,0.0,1.042291522026062,49.773624420166016,0.07184331119060516,0.0,0.29114940762519836,0.07372692227363586,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,last_prompt,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,How should someone revise a sentence?,0.0,0.0,1.096720576286316,47.54286003112793,0.0646665096282959,0.0,0.4186875820159912,0.09421326220035553,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,last_prompt,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,"A:

I have",0.0,-0.00889756856011916,0.9758976101875305,45.49091815948486,0.06690143793821335,0.0,0.2847578823566437,0.07697508484125137,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,last_prompt,7,4,0.8,late,mean_diff,1.0,11.177436828613281,"You are a good, well-informed",0.00889756856011916,0.0,1.1919625997543335,50.46042060852051,0.07017423212528229,0.0,0.27854371070861816,0.06841686367988586,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,last_prompt,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,I have a new researcher who is a,0.019319953202527145,0.010422384642407986,0.7939693927764893,56.15519428253174,0.09772748500108719,0.0,1.0290863513946533,0.2546929121017456,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,last_prompt,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,"A:

I have",0.0,-0.00889756856011916,1.095346450805664,57.05491828918457,0.08865060657262802,0.0,0.7980366945266724,0.16530464589595795,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,last_prompt,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,"A:

I have",0.0,-0.00889756856011916,0.951933741569519,43.885342597961426,0.06415379792451859,0.0,0.33933645486831665,0.08797681331634521,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,last_prompt,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,What should a new researcher do after a,0.006318104339127427,-0.002579464220991732,1.1886075735092163,50.17031288146973,0.06964182108640671,0.0,0.3015096187591553,0.07068318128585815,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,first_generated,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,A student who is a student who is,0.013455459442732503,0.0,0.9681686758995056,47.58325958251953,0.07099346071481705,0.0,0.24883264303207397,0.06111854314804077,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,first_generated,7,4,0.8,late,mean_diff,1.0,11.177436828613281,A student who is a student who is,0.013455459442732503,0.0,0.9459432363510132,45.45336627960205,0.06701597571372986,0.0,0.5821895599365234,0.10265745222568512,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,first_generated,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,A student with a thesis topic.,-0.005851865901045115,-0.019307325343777618,0.7373450398445129,57.876935958862305,0.10302930325269699,0.0,0.9007601141929626,0.207052081823349,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,first_generated,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,A student who is a student who is,0.013455459442732503,0.0,1.0453344583511353,66.09331703186035,0.10995388776063919,0.0,0.6225098371505737,0.15136265754699707,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,first_generated,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,A student who has a good understanding of,-0.0023315911777999736,-0.015787050620532476,0.9458473920822144,46.59235191345215,0.06959684938192368,0.0,0.22791031002998352,0.04815052077174187,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,Advise a student choosing a thesis topic.,first_generated,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,A student who is a student who is,0.013455459442732503,0.0,0.9398473501205444,44.90042781829834,0.06599573791027069,0.0,0.5429385900497437,0.09721838682889938,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,0.9033912420272827,41.3172492980957,0.05871092900633812,0.0,0.1756439059972763,0.03938787430524826,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,4,0.8,late,mean_diff,1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,0.9791690111160278,44.01240348815918,0.06189253553748131,0.0,0.38216331601142883,0.07227759063243866,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,0.7029651999473572,53.842740058898926,0.0947546437382698,0.0,0.5000486969947815,0.12168531119823456,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,"A

-A

-",0.0,0.0023315911777999736,1.0013436079025269,61.95785331726074,0.10163354873657227,0.0,0.9495353698730469,0.2253851592540741,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,"A team is not a team, and",0.01093781343774866,0.013269404615548633,0.8849645853042603,40.13982677459717,0.05675634741783142,0.0,0.24107974767684937,0.04805979132652283,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,A team has unclear requirements. What should they do next?,first_generated,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,A team has a very good understanding of,-0.0023315911777999736,0.0,0.9785895347595215,43.36835861206055,0.06045794486999512,0.0,0.2902652621269226,0.05874410271644592,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,How to use a paragraph?,0.01366768024053494,0.01366768024053494,1.1696044206619263,56.568660736083984,0.087987519800663,0.0,1.3732796907424927,0.2613142132759094,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,4,0.8,late,mean_diff,1.0,11.177436828613281,How should someone revise a sentence?,0.0,0.0,0.8506438136100769,41.918890953063965,0.06576164066791534,0.0,0.2329505980014801,0.04257810860872269,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,How to change a paragraph?,0.01366768024053494,0.01366768024053494,0.8003255724906921,59.882484436035156,0.10841796547174454,0.0,2.632824659347534,0.39355212450027466,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,"How is the question?

User",0.011212785769046326,0.011212785769046326,1.048153042793274,64.29842376708984,0.10982492566108704,0.0,1.1331374645233154,0.2772214412689209,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,How to fix a typo in a,0.022935999064366826,0.022935999064366826,1.1407994031906128,54.64075469970703,0.08460304886102676,0.0,1.3502421379089355,0.2610446512699127,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,How should someone revise a confusing paragraph?,first_generated,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,How should someone revise a sentence?,0.0,0.0,0.8490439653396606,41.70363998413086,0.06532736867666245,0.0,0.23240451514720917,0.04195309057831764,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,4,0.8,late,mean_diff,-1.0,11.177436828613281,"You are a good, well-informed",0.00889756856011916,0.0,0.9752539992332458,44.37006664276123,0.06746768951416016,0.0,0.2459118366241455,0.05501890182495117,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,4,0.8,late,mean_diff,1.0,11.177436828613281,"You are a helpful, careful assistant,",0.0,-0.00889756856011916,1.161928653717041,51.57021141052246,0.07744024693965912,0.0,0.7337647676467896,0.12805403769016266,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,4,0.8,late,random_orthogonal,-1.0,11.177436828613281,"You are a good, well-informed",0.00889756856011916,0.0,0.8093920946121216,59.264530181884766,0.10705291479825974,0.0,0.8363083004951477,0.1968899965286255,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,4,0.8,late,random_orthogonal,1.0,11.177436828613281,"You are a

User: How",0.0,-0.00889756856011916,1.1583932638168335,70.51836204528809,0.12067489326000214,0.0,0.5796263813972473,0.1261134147644043,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,4,0.8,late,label_shuffled,-1.0,11.177436828613281,"You are a good, well-informed",0.00889756856011916,0.0,0.9507714509963989,43.47282791137695,0.06626687198877335,0.0,0.16600401699543,0.039527878165245056,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,baseline_helpful,cautious_vs_assertive,What should a new researcher do after a failed pilot study?,first_generated,7,4,0.8,late,label_shuffled,1.0,11.177436828613281,"You are a helpful, careful assistant,",0.0,-0.00889756856011916,1.1602729558944702,50.15046310424805,0.074266716837883,0.0,0.4814625680446625,0.09349584579467773,0,0.0,5.0,1.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,-1,-1.0,baseline,no_steer,0.0,0.0,Explain why the user is not a,0.02837106014510376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,1,0.2,early,mean_diff,-1.0,5.678109169006348,“I’m a person who has,0.0,-0.02837106014510376,16.959735870361328,603.9238204956055,0.18830397725105286,0.5503249318397796,2.735729455947876,0.42837977409362793,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,1,0.2,early,mean_diff,1.0,5.678109169006348,Explain why the user is not a,0.02837106014510376,0.0,0.6017872095108032,33.319315671920776,0.036181386560201645,0.0,0.19441556930541992,0.044862449169158936,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,1,0.2,early,random_orthogonal,-1.0,5.678109169006348,Explain why the user is not a,0.02837106014510376,0.0,0.8007468581199646,45.1357946395874,0.05047076940536499,0.0,0.2771367132663727,0.0626174658536911,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,1,0.2,early,random_orthogonal,1.0,5.678109169006348,The user is a person who,0.03173562063394192,0.00336456048883816,0.8802459836006165,57.36524486541748,0.06412253528833389,0.0,0.6539912819862366,0.1324024200439453,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,1,0.2,early,label_shuffled,-1.0,5.678109169006348,The user is a person who,0.03173562063394192,0.00336456048883816,0.9895683526992798,61.373690605163574,0.07184210419654846,0.0,1.195593237876892,0.2763771414756775,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why version control matters.,last_prompt,7,1,0.2,early,label_shuffled,1.0,5.678109169006348,Explain why the user is not a,0.02837106014510376,0.0,0.8573358058929443,46.73010873794556,0.05337072163820267,0.0,0.325236439704895,0.07477621734142303,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,-1,-1.0,baseline,no_steer,0.0,0.0,Explain why the field notes matter in,0.02212233920126623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,mean_diff,-1.0,5.678109169006348,“A person is a person who is,0.02831984581119945,0.0061975066099332204,17.11956214904785,606.4872589111328,0.19133950769901276,0.5443534849304554,2.9286069869995117,0.44031620025634766,0,0.0,2.0,0.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,mean_diff,1.0,5.678109169006348,Explain why the field notes matter in,0.02212233920126623,0.0,0.5915691256523132,31.115254402160645,0.03360755369067192,0.0,0.26970717310905457,0.06530962884426117,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,random_orthogonal,-1.0,5.678109169006348,Explain why the field notes matter in,0.02212233920126623,0.0,0.8005111813545227,43.50027799606323,0.04789557307958603,0.0,0.22052587568759918,0.053402915596961975,0,0.0,2.0,1.0
EleutherAI/pythia-70m,pythia,70m,tool_only,expansive_vs_terse,Explain why field notes matter in research.,last_prompt,7,1,0.2,early,random_orthogonal,1.0,5.678109169006348,"A:

I would",0.0,-0.02212233920126623,0.8806261420249939,55.50095891952515,0.061844125390052795,0.0,0.6011719107627869,0.12539944052696228,0,0.0,2.0,0.0
