anchor_revision,comparison_revision,prompt_id,prompt_family,prompt,anchor_vs_comparison_js
step143000,step16000,style_opening_009,style_opening,Write the opening paragraph of an essay about institutions.,0.05009873956441879
step143000,step16000,style_opening_010,style_opening,Write the opening paragraph of an essay about maintenance.,0.059635311365127563
step143000,step16000,style_opening_011,style_opening,Write the opening paragraph of an essay about attention.,0.0925239771604538
step143000,step16000,style_opening_012,style_opening,Write the opening paragraph of an essay about fairness.,0.04243564233183861
step143000,step16000,style_opening_013,style_opening,Write the opening paragraph of an essay about delay.,0.09333186596632004
step143000,step16000,style_opening_014,style_opening,Write the opening paragraph of an essay about repair.,0.07834278792142868
step143000,step16000,style_opening_015,style_opening,Write the opening paragraph of an essay about archives.,0.05076165497303009
step143000,step16000,style_opening_016,style_opening,Write the opening paragraph of an essay about public language.,0.0781509280204773
step143000,step16000,style_opening_017,style_opening,Write the opening paragraph of an essay about rules.,0.1017434298992157
step143000,step16000,style_opening_018,style_opening,Write the opening paragraph of an essay about access.,0.1017434298992157
step143000,step16000,style_opening_019,style_opening,Write the opening paragraph of an essay about expertise and doubt.,0.025371573865413666
step143000,step16000,style_opening_020,style_opening,Write the opening paragraph of an essay about common goods.,0.127202570438385
step143000,step16000,advice_001,advice,A student is overwhelmed by choices. What should they do first?,0.08041606843471527
step143000,step16000,advice_002,advice,A team has too many priorities and too little time. What should they do first?,0.022806379944086075
step143000,step16000,advice_003,advice,A researcher has collected too much material for one paper. What should they do first?,0.04368177056312561
step143000,step16000,advice_004,advice,A city office wants to improve a failing service with limited budget. What should it do first?,0.04012653976678848
step143000,step16000,advice_005,advice,A student wrote a draft that says too many things at once. What should they do first?,0.021364614367485046
step143000,step16000,advice_006,advice,A librarian needs to organize a confusing community program. What should they do first?,0.06742888689041138
step143000,step16000,advice_007,advice,A manager inherits a project with unclear ownership. What should they do first?,0.032188259065151215
step143000,step16000,advice_008,advice,A committee wants better decisions but its meetings drift. What should it do first?,0.036684550344944
step143000,step16000,advice_009,advice,A student has chosen a thesis topic that is too broad. What should they do first?,0.05391041189432144
step143000,step16000,advice_010,advice,A museum educator wants to make a complex exhibit easier to follow. What should they do first?,0.030649282038211823
step143000,step16000,advice_011,advice,A public agency receives contradictory feedback from residents. What should it do first?,0.06710360944271088
step143000,step16000,advice_012,advice,A team keeps revisiting the same argument without resolving it. What should they do first?,0.015263763256371021
step143000,step16000,advice_013,advice,A student is falling behind because every assignment feels equally urgent. What should they do first?,0.033352069556713104
step143000,step16000,advice_014,advice,A department wants better mentoring but no one agrees on the problem. What should they do first?,0.015827758237719536
step143000,step16000,advice_015,advice,A community group wants to revive a dormant project. What should they do first?,0.06324540078639984
step143000,step16000,advice_016,advice,A research assistant has messy notes and a deadline. What should they do first?,0.02749195694923401
step143000,step16000,advice_017,advice,A small town wants to improve civic participation. What should it do first?,0.05875196307897568
step143000,step16000,advice_018,advice,A team is adopting a new tool but confusion is spreading. What should they do first?,0.03411409258842468
step143000,step16000,advice_019,advice,A student wants to study more effectively but keeps rereading passively. What should they do first?,0.028569886460900307
step143000,step16000,advice_020,advice,A nonprofit has an ambitious mission but weak coordination. What should it do first?,0.052666645497083664
step143000,step16000,continuation_001,continuation,"Continue this sentence into a short paragraph: The old machine started working again, but...",0.03908934444189072
step143000,step16000,continuation_002,continuation,"Continue this sentence into a short paragraph: The committee agreed on the rule, but...",0.08103486895561218
step143000,step16000,continuation_003,continuation,"Continue this sentence into a short paragraph: The archive was complete, but...",0.02452101558446884
step143000,step16000,continuation_004,continuation,"Continue this sentence into a short paragraph: The plan looked simple on paper, but...",0.05737832933664322
step143000,step16000,continuation_005,continuation,"Continue this sentence into a short paragraph: The town finally built the park, but...",0.07259292900562286
step143000,step16000,continuation_006,continuation,"Continue this sentence into a short paragraph: The student had the evidence, but...",0.04497595876455307
step143000,step16000,continuation_007,continuation,"Continue this sentence into a short paragraph: The train arrived on time, but...",0.04103732481598854
step143000,step16000,continuation_008,continuation,"Continue this sentence into a short paragraph: The report answered the question, but...",0.027147941291332245
step143000,step16000,continuation_009,continuation,"Continue this sentence into a short paragraph: The museum opened the new exhibit, but...",0.0922502875328064
step143000,step16000,continuation_010,continuation,"Continue this sentence into a short paragraph: The new rule solved one problem, but...",0.057369381189346313
step143000,step16000,continuation_011,continuation,"Continue this sentence into a short paragraph: The library stayed open late, but...",0.047791026532649994
step143000,step16000,continuation_012,continuation,"Continue this sentence into a short paragraph: The experiment finally succeeded, but...",0.028925133869051933
step143000,step16000,continuation_013,continuation,"Continue this sentence into a short paragraph: The class discussion was lively, but...",0.04037665203213692
step143000,step16000,continuation_014,continuation,"Continue this sentence into a short paragraph: The budget passed easily, but...",0.0868101418018341
step143000,step16000,continuation_015,continuation,"Continue this sentence into a short paragraph: The neighborhood welcomed the project, but...",0.044803131371736526
step143000,step16000,continuation_016,continuation,"Continue this sentence into a short paragraph: The proposal looked innovative, but...",0.045285649597644806
step143000,step16000,continuation_017,continuation,"Continue this sentence into a short paragraph: The writer had a clear theme, but...",0.04418454319238663
step143000,step16000,continuation_018,continuation,"Continue this sentence into a short paragraph: The policy was popular at first, but...",0.050848428159952164
step143000,step16000,continuation_019,continuation,"Continue this sentence into a short paragraph: The map was accurate, but...",0.05582591891288757
step143000,step16000,continuation_020,continuation,"Continue this sentence into a short paragraph: The meeting ended with agreement, but...",0.038511551916599274
step143000,step16000,argument_001,argument,Give the strongest argument against using exams as the main measure of learning.,0.03916938230395317
step143000,step16000,argument_002,argument,Give the strongest argument against measuring a city's health only by economic growth.,0.06307215243577957
step143000,step16000,argument_003,argument,Give the strongest argument against replacing libraries with fully digital services.,0.02176152728497982
step143000,step16000,argument_004,argument,Give the strongest argument against making speed the main value in journalism.,0.10268457233905792
step143000,step16000,argument_005,argument,Give the strongest argument against evaluating research only by citation counts.,0.06564304977655411
step143000,step16000,argument_006,argument,Give the strongest argument against strict zero-tolerance school discipline policies.,0.030183427035808563
step143000,step16000,argument_007,argument,Give the strongest argument against using attendance as a proxy for engagement.,0.12975093722343445
step143000,step16000,argument_008,argument,Give the strongest argument against centralizing all public services in one office.,0.040147874504327774
step143000,step16000,argument_009,argument,Give the strongest argument against relying on rankings to compare universities.,0.07170893251895905
step143000,step16000,argument_010,argument,Give the strongest argument against reducing civic education to factual memorization.,0.17934702336788177
step143000,step16000,argument_011,argument,Give the strongest argument against treating efficiency as the main measure of public value.,0.05065372213721275
step143000,step16000,argument_012,argument,Give the strongest argument against eliminating peer review from grant decisions.,0.07500369846820831
step143000,step16000,argument_013,argument,Give the strongest argument against judging writing only by grammar and correctness.,0.034673143178224564
step143000,step16000,argument_014,argument,Give the strongest argument against moving all local news behind paywalls.,0.06802888214588165
step143000,step16000,argument_015,argument,Give the strongest argument against using one metric to evaluate teachers.,0.11299145221710205
step143000,step16000,argument_016,argument,Give the strongest argument against replacing public hearings with online surveys.,0.024523688480257988
step143000,step16000,argument_017,argument,Give the strongest argument against treating consensus as proof of correctness.,0.048330411314964294
step143000,step16000,argument_018,argument,Give the strongest argument against prioritizing novelty over maintenance in funding decisions.,0.12069664150476456
step143000,step16000,argument_019,argument,Give the strongest argument against assuming transparency alone creates trust.,0.032882675528526306
step143000,step16000,argument_020,argument,Give the strongest argument against using automation as the default response to every coordination problem.,0.044353269040584564
